2.1000000000000001e+00,-3.4300000000000000e+02,1.1766799967999999e+05,8.8333340000000007e+01,7.8643989199999996e+03
2.1333333333333333e+00,-2.7333328000000000e+02,7.4733303360000005e+04,5.9166679999999999e+01,3.6683297600000001e+03
2.1666666666666665e+00,-3.3000000000000000e+02,1.0893280000000000e+05,3.8100000000000001e+01,1.5508670400000001e+03
2.2000000000000002e+00,-3.0633344000000000e+02,9.3924064320000005e+04,3.1083440000000000e+01,1.1675084800000000e+03
2.2333333333333334e+00,-3.2666667999999999e+02,1.0674400880000000e+05,4.8952320000000000e+01,2.4600862400000001e+03
2.2666666666666666e+00,-2.8933339999999998e+02,8.3728038560000001e+04,3.0266700000000000e+01,9.9426787999999999e+02
2.2999999999999998e+00,-3.1900000000000000e+02,1.0176400000000000e+05,2.3666740000000001e+01,6.1267075999999997e+02
2.3333333333333330e+00,-3.2085964000000001e+02,1.0320371279999999e+05,2.2157920000000001e+01,5.9319839999999999e+02
2.3666666666666667e+00,-2.8700011999999998e+02,8.2425402400000006e+04,1.7833220000000001e+01,4.1233204000000001e+02
2.3999999999999999e+00,-2.6679996000000000e+02,7.1372246560000000e+04,1.0100080000000000e+01,1.4913344000000001e+02
