2.1000000000000001e+00,-2.3991807199999998e+03,5.7589696578559997e+06,6.8007910400000003e+02,4.9795120363200002e+05
2.1061224489795918e+00,-2.3126938160000000e+03,5.3511598960320000e+06,9.0585300000000004e+01,1.3029623879999999e+04
2.1122448979591839e+00,-2.3389452320000000e+03,5.4734522737919996e+06,1.8470491999999999e+02,5.4147428032000003e+04
2.1183673469387756e+00,-2.3879770560000002e+03,5.7057057215360003e+06,1.1283846040000001e+03,1.2876887260080001e+06
2.1244897959183673e+00,-2.5102447600000000e+03,6.3035997084480003e+06,1.1131007320000001e+03,1.2425629064239999e+06
2.1306122448979594e+00,-2.2315617040000002e+03,4.9829420224320004e+06,3.3336042800000001e+02,1.4503847109599999e+05
2.1367346938775511e+00,-2.3152981119999999e+03,5.3632553669119999e+06,7.8975516800000003e+02,6.3413085059199994e+05
2.1428571428571428e+00,-2.2549077520000001e+03,5.0873399833279997e+06,2.1073380399999999e+02,6.8318296359999993e+04
2.1489795918367349e+00,-2.2300694400000002e+03,4.9761152021760000e+06,3.4175356399999998e+02,1.4852376181600001e+05
2.1551020408163266e+00,-2.4257911279999998e+03,5.8882780404160004e+06,1.2012065600000001e+03,1.4528426930879999e+06
2.1612244897959183e+00,-2.3266832880000002e+03,5.4166820516799996e+06,1.0975075200000001e+02,1.9433518176000001e+04
2.1673469387755104e+00,-2.3525197280000002e+03,5.5376198552959999e+06,1.8965186000000000e+02,4.5577110344000001e+04
2.1734693877551021e+00,-2.2191857679999998e+03,4.9281082320320001e+06,3.4948624400000000e+02,1.4498513040800000e+05
2.1795918367346938e+00,-2.3709999120000002e+03,5.6243908078399999e+06,7.7152756399999998e+02,6.0919884291999997e+05
2.1857142857142859e+00,-2.4109204399999999e+03,5.8154922641599998e+06,1.0737428800000001e+02,1.9980577647999999e+04
2.1918367346938776e+00,-2.2725078800000001e+03,5.1674230844480004e+06,3.9828195199999999e+02,1.8339705820800000e+05
2.1979591836734693e+00,-2.3039319759999998e+03,5.3110612322880002e+06,2.9164409599999999e+02,9.4343632576000004e+04
2.2040816326530615e+00,-2.2603434480000001e+03,5.1120646751680002e+06,1.8232148000000001e+02,4.8402495439999999e+04
2.2102040816326531e+00,-2.3765987359999999e+03,5.6545059475840004e+06,1.0221055120000000e+03,1.1684712910400000e+06
2.2163265306122448e+00,-2.2797630880000002e+03,5.2005350590720000e+06,7.3456644800000004e+02,6.1070800758400001e+05
2.2224489795918370e+00,-2.1502323040000001e+03,4.6266183617920000e+06,2.2633068399999999e+02,7.1700795767999996e+04
2.2285714285714286e+00,-2.2790177520000002e+03,5.1975559997119997e+06,8.5160834799999998e+02,7.3734818008800002e+05
2.2346938775510203e+00,-2.1984471119999998e+03,4.8365149497280000e+06,2.1457553600000000e+02,6.9273742352000001e+04
2.2408163265306120e+00,-2.1615829600000002e+03,4.6755183960320000e+06,1.7134485599999999e+02,4.4558868415999998e+04
2.2469387755102042e+00,-2.3175905920000000e+03,5.3742999045759998e+06,6.8221439999999996e+02,4.8335853475200001e+05
2.2530612244897958e+00,-2.3665810080000001e+03,5.6043522011519996e+06,1.0115919920000000e+03,1.0330974571520000e+06
2.2591836734693880e+00,-2.1739816400000000e+03,4.7302514690880002e+06,6.2297142799999995e+02,4.2562197404000000e+05
2.2653061224489797e+00,-2.1578182640000000e+03,4.6601534306239998e+06,7.2052052800000001e+02,5.3983345239999995e+05
2.2714285714285714e+00,-2.2831931039999999e+03,5.2165100841600001e+06,6.4456907200000001e+02,4.4386809212799999e+05
2.2775510204081630e+00,-2.1161532880000000e+03,4.4815425824320000e+06,1.9634472800000000e+02,4.7827772416000000e+04
2.2836734693877552e+00,-2.2637406000000001e+03,5.1282854207039997e+06,7.0290115200000002e+02,5.1529682217599999e+05
2.2897959183673469e+00,-2.1278916159999999e+03,4.5311465303039998e+06,1.8010693200000000e+02,4.8779920023999999e+04
2.2959183673469385e+00,-2.0889544320000000e+03,4.3671471143680001e+06,1.7954369199999999e+02,4.7843391512000002e+04
2.3020408163265307e+00,-2.3372576880000001e+03,5.4666742352959998e+06,1.0261156719999999e+03,1.0631706404160000e+06
2.3081632653061224e+00,-2.2652378720000002e+03,5.1345052094719997e+06,7.8818771600000002e+02,6.3258349211999995e+05
2.3142857142857141e+00,-2.1402346640000001e+03,4.5841788809280004e+06,3.0498193600000002e+02,1.2625441224000001e+05
2.3204081632653062e+00,-2.2402516080000000e+03,5.0227884880320001e+06,6.6133489999999995e+02,4.9903017963999999e+05
2.3265306122448979e+00,-2.2751852800000001e+03,5.1802575242240001e+06,8.8926365999999996e+02,8.0458995316000003e+05
2.3326530612244896e+00,-2.0550927680000000e+03,4.2270407084799996e+06,2.4366487599999999e+02,8.4983768664000003e+04
2.3387755102040817e+00,-2.0850794799999999e+03,4.3508281393600004e+06,3.6078943600000002e+02,1.4509064461600001e+05
2.3448979591836734e+00,-1.9973702479999999e+03,3.9940685872320002e+06,4.7521982400000002e+02,2.6074967630399999e+05
2.3510204081632651e+00,-2.1571940719999998e+03,4.6567810287680002e+06,4.0557959199999999e+02,1.7870343766400000e+05
2.3571428571428572e+00,-2.2012162880000001e+03,4.8487717324799998e+06,1.5848672800000000e+02,3.5059914656000001e+04
2.3632653061224489e+00,-2.0973224160000000e+03,4.4030490014079995e+06,1.7011176800000001e+02,4.6463920815999998e+04
2.3693877551020406e+00,-2.0210138640000000e+03,4.0880970183999999e+06,1.9346391600000001e+02,5.8186827943999997e+04
2.3755102040816327e+00,-2.1212412479999998e+03,4.5038768163839998e+06,4.3397015199999998e+02,2.0676741294400001e+05
2.3816326530612244e+00,-2.0031167040000000e+03,4.0166458855679999e+06,2.9152644400000003e+02,1.1947195207200000e+05
2.3877551020408161e+00,-2.1413757439999999e+03,4.5893657596800001e+06,2.2513066799999999e+02,7.8023333847999995e+04
2.3938775510204082e+00,-2.1263992239999998e+03,4.5255184438079996e+06,1.7928935600000000e+02,4.8624848312000002e+04
2.3999999999999999e+00,-2.0373216800000000e+03,4.1550759639679999e+06,3.8087784799999997e+02,1.7543415355200000e+05
