2.0000000000000000e+00,-6.2848250399999997e+03,3.9509434327359997e+07,3.2809013799999998e+03,1.0767096926200001e+07,1.0408543949000537e+04,2.7830609140973538e+03
2.0102040816326530e+00,-6.2576319999999996e+03,3.9168776833920002e+07,3.2681043199999999e+03,1.0683595679360000e+07,1.0818586496010423e+04,3.0898329573385417e+03
2.0204081632653059e+00,-6.2302606400000004e+03,3.8827424391360000e+07,3.2555414400000000e+03,1.0601892470880000e+07,1.1276749026782811e+04,3.3424033227264881e+03
2.0306122448979593e+00,-6.2020034800000003e+03,3.8476533355999999e+07,3.2419116399999998e+03,1.0513778323360000e+07,1.1686190067887306e+04,3.7872417925111949e+03
2.0408163265306123e+00,-6.1726168799999996e+03,3.8113294035200000e+07,3.2282779799999998e+03,1.0425632164120000e+07,1.2094887939073145e+04,3.8534479671213776e+03
2.0510204081632653e+00,-6.1421372400000000e+03,3.7738512224799998e+07,3.2129083799999999e+03,1.0327084595480001e+07,1.2662349805183709e+04,4.3043372057769448e+03
2.0612244897959182e+00,-6.1106634000000004e+03,3.7353446969760001e+07,3.1962870400000002e+03,1.0221169453840001e+07,1.3239781660437584e+04,4.9186117680370808e+03
2.0714285714285716e+00,-6.0787956800000002e+03,3.6965486010240003e+07,3.1799913600000000e+03,1.0117609721120000e+07,1.3729091053336859e+04,5.2646714453510940e+03
2.0816326530612246e+00,-6.0464102000000003e+03,3.6573341018399999e+07,3.1628978200000001e+03,1.0009775771000000e+07,1.4264711735956371e+04,5.8531512392461300e+03
2.0918367346938775e+00,-6.0126134000000002e+03,3.6166386809440002e+07,3.1444236200000000e+03,9.8937694372400008e+06,1.4866911580435932e+04,6.3695352260954678e+03
2.1020408163265305e+00,-5.9773304799999996e+03,3.5743939611520000e+07,3.1237638400000001e+03,9.7651540438400004e+06,1.5459944382973015e+04,7.2535157484542578e+03
2.1122448979591835e+00,-5.9394006399999998e+03,3.5292563532159999e+07,3.0994881200000000e+03,9.6156938567200005e+06,1.6083569727592170e+04,8.8672506988663226e+03
2.1224489795918369e+00,-5.9033065600000000e+03,3.4866052844480000e+07,3.0785496600000001e+03,9.4871916252400000e+06,1.7024503140963614e+04,9.7236161538828164e+03
2.1326530612244898e+00,-5.8642048000000004e+03,3.4406863175360002e+07,3.0526390400000000e+03,9.3306310741600003e+06,1.7965239016957581e+04,1.2025965627878904e+04
2.1428571428571428e+00,-5.8259521599999998e+03,3.3960130500799999e+07,3.0311934000000001e+03,9.2002399091999996e+06,1.8411930191338062e+04,1.2106480996439233e+04
2.1530612244897958e+00,-5.7852134400000004e+03,3.3487615478399999e+07,3.0046207800000002e+03,9.0407457601200007e+06,1.8920932043362409e+04,1.2999728512190282e+04
2.1632653061224492e+00,-5.7406121199999998e+03,3.2974154508000001e+07,2.9722524800000001e+03,8.8487050457600001e+06,1.9526995709110051e+04,1.4420240893848240e+04
