2.1000000000000001e+00,-6.6488368000000003e+02,4.4376964736000000e+05,3.4749916000000002e+02,1.2151091920000000e+05
2.1333333333333333e+00,-6.5102671999999995e+02,4.2577322560000001e+05,3.3950686000000002e+02,1.1635404571999999e+05
2.1666666666666665e+00,-6.3705996000000005e+02,4.0806035696000000e+05,3.3030182000000002e+02,1.1070834028000000e+05
2.2000000000000002e+00,-6.1807284000000004e+02,3.8462765711999999e+05,3.1455216000000001e+02,1.0188178416000000e+05
2.2333333333333334e+00,-6.0052391999999998e+02,3.6362288032000000e+05,2.9905646000000002e+02,9.3534771880000000e+04
2.2666666666666666e+00,-5.7966823999999997e+02,3.3930619552000001e+05,2.7999668000000003e+02,8.3713695200000002e+04
2.2999999999999998e+00,-5.5963656000000003e+02,3.1671269504000002e+05,2.5816530000000000e+02,7.3461404439999998e+04
2.3333333333333330e+00,-5.3309960000000001e+02,2.8772491264000000e+05,2.2657404000000000e+02,5.9397742480000001e+04
2.3666666666666667e+00,-5.1488815999999997e+02,2.6860940800000000e+05,2.0591260000000000e+02,5.0956158479999998e+04
2.3999999999999999e+00,-4.9712299999999999e+02,2.5029162288000001e+05,1.8589341999999999e+02,4.2744901639999996e+04
