0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1.000000000000000e-02, 4.442152149272723e-03, 8.879920430681643e-03, 1.330892530271126e-02
2.000000000000000e-02, 8.879920430681643e-03, 1.772479587227313e-02, 2.649971964224572e-02
3.000000000000000e-02, 1.330892530271126e-02, 2.649971964224572e-02, 3.945530059421865e-02
4.000000000000000e-02, 1.772479587227313e-02, 3.517006112536065e-02, 5.206067350492503e-02
5.000000000000000e-02, 2.212317420824960e-02, 4.370160244488632e-02, 6.420395219202664e-02
6.000000000000000e-02, 2.649971964224572e-02, 5.206067350492503e-02, 7.577735205422742e-02
7.000000000000001e-02, 3.085011305230486e-02, 6.021428487089910e-02, 8.667814677502507e-02
8.000000000000000e-02, 3.517006112536065e-02, 6.813025796377772e-02, 9.680958012876864e-02
9.000000000000000e-02, 3.945530059421865e-02, 7.577735205422742e-02, 1.060817247957672e-01
1.000000000000000e-01, 4.370160244488632e-02, 8.312538755549814e-02, 1.144122805635458e-01
1.100000000000000e-01, 4.790477609009929e-02, 9.014536512846448e-02, 1.217273048293575e-01
1.200000000000000e-01, 5.206067350492503e-02, 9.680958012876864e-02, 1.279618689199604e-01
1.300000000000000e-01, 5.616519332036268e-02, 1.030917319443946e-01, 1.330606344031175e-01
1.400000000000000e-01, 6.021428487089910e-02, 1.089670277921682e-01, 1.369783442754391e-01
1.500000000000000e-01, 6.420395219202664e-02, 1.144122805635458e-01, 1.396802246667487e-01
1.600000000000000e-01, 6.813025796377772e-02, 1.194060003335379e-01, 1.411422934954167e-01
1.700000000000000e-01, 7.198932739638428e-02, 1.239284791716261e-01, 1.413515733350142e-01
1.800000000000000e-01, 7.577735205422742e-02, 1.279618689199604e-01, 1.403062066028693e-01
1.900000000000000e-01, 7.949059361430362e-02, 1.314902516318846e-01, 1.380154720481021e-01
2.000000000000000e-01, 8.312538755549814e-02, 1.344997023927995e-01, 1.344997023927905e-01
2.100000000000000e-01, 8.667814677502507e-02, 1.369783442754391e-01, 1.297901038572899e-01
2.200000000000000e-01, 9.014536512846448e-02, 1.389163952126762e-01, 1.239284791716120e-01
2.300000000000000e-01, 9.352362088990394e-02, 1.403062066028730e-01, 1.169668565314338e-01
2.400000000000000e-01, 9.680958012876864e-02, 1.411422934954167e-01, 1.089670277921496e-01
2.500000000000000e-01, 1.000000000000085e-01, 1.414213562373142e-01, 9.999999999998779e-02
2.600000000000000e-01, 1.030917319443946e-01, 1.411422934954148e-01, 9.014536512844194e-02
2.700000000000000e-01, 1.060817247957672e-01, 1.403062066028693e-01, 7.949059361427942e-02
2.800000000000000e-01, 1.089670277921682e-01, 1.389163952126707e-01, 6.813025796375204e-02
2.900000000000000e-01, 1.117447934878871e-01, 1.369783442754318e-01, 5.616519332033584e-02
3.000000000000000e-01, 1.144122805635458e-01, 1.344997023927905e-01, 4.370160244485848e-02
3.100000000000000e-01, 1.169668565314503e-01, 1.314902516318738e-01, 3.085011305227629e-02
3.200000000000000e-01, 1.194060003335379e-01, 1.279618689199479e-01, 1.772479587224409e-02
3.300000000000000e-01, 1.217273048293575e-01, 1.239284791716120e-01, 4.442152149243485e-03
3.400000000000000e-01, 1.239284791716261e-01, 1.194060003335223e-01, -8.879920430710826e-03
3.500000000000000e-01, 1.260073510670189e-01, 1.144122805635286e-01, -2.212317420827848e-02
3.600000000000000e-01, 1.279618689199604e-01, 1.089670277921496e-01, -3.517006112538896e-02
3.700000000000000e-01, 1.297901038573015e-01, 1.030917319443745e-01, -4.790477609012683e-02
3.800000000000000e-01, 1.314902516318846e-01, 9.680958012874728e-02, -6.021428487092551e-02
3.900000000000000e-01, 1.330606344031175e-01, 9.014536512844194e-02, -7.198932739640945e-02
4.000000000000000e-01, 1.344997023927995e-01, 8.312538755547454e-02, -8.312538755552180e-02
4.100000000000000e-01, 1.358060354145657e-01, 7.577735205420273e-02, -9.352362088992591e-02
4.200000000000000e-01, 1.369783442754391e-01, 6.813025796375204e-02, -1.030917319444146e-01
4.300000000000000e-01, 1.380154720481084e-01, 6.021428487087264e-02, -1.117447934879050e-01
4.400000000000000e-01, 1.389163952126762e-01, 5.206067350489785e-02, -1.194060003335536e-01
4.500000000000000e-01, 1.396802246667487e-01, 4.370160244485848e-02, -1.260073510670322e-01
4.600000000000000e-01, 1.403062066028730e-01, 3.517006112533236e-02, -1.314902516318953e-01
4.700000000000000e-01, 1.407937232524538e-01, 2.649971964221697e-02, -1.358060354145739e-01
4.800000000000000e-01, 1.411422934954167e-01, 1.772479587224409e-02, -1.389163952126817e-01
4.900000000000000e-01, 1.413515733350151e-01, 8.879920430652444e-03, -1.407937232524566e-01
5.000000000000000e-01, 1.414213562373142e-01, -2.924920430874182e-14, -1.414213562373142e-01
5.100000000000000e-01, 1.413515733350142e-01, -8.879920430710826e-03, -1.407937232524483e-01
5.200000000000000e-01, 1.411422934954148e-01, -1.772479587230214e-02, -1.389163952126652e-01
5.300000000000000e-01, 1.407937232524511e-01, -2.649971964227449e-02, -1.358060354145494e-01
5.400000000000000e-01, 1.403062066028693e-01, -3.517006112538896e-02, -1.314902516318630e-01
5.500000000000000e-01, 1.396802246667442e-01, -4.370160244491411e-02, -1.260073510669923e-01
5.600000000000001e-01, 1.389163952126707e-01, -5.206067350495224e-02, -1.194060003335065e-01
5.700000000000001e-01, 1.380154720481021e-01, -6.021428487092551e-02, -1.117447934878513e-01
5.800000000000000e-01, 1.369783442754318e-01, -6.813025796380336e-02, -1.030917319443546e-01
5.900000000000000e-01, 1.358060354145575e-01, -7.577735205425211e-02, -9.352362088986005e-02
6.000000000000000e-01, 1.344997023927905e-01, -8.312538755552180e-02, -8.312538755545076e-02
6.100000000000000e-01, 1.330606344031075e-01, -9.014536512848702e-02, -7.198932739633392e-02
6.200000000000000e-01, 1.314902516318738e-01, -9.680958012878997e-02, -6.021428487084611e-02
6.300000000000000e-01, 1.297901038572899e-01, -1.030917319444146e-01, -4.790477609004427e-02
6.400000000000000e-01, 1.279618689199479e-01, -1.089670277921869e-01, -3.517006112530396e-02
6.500000000000000e-01, 1.260073510670056e-01, -1.144122805635630e-01, -2.212317420819187e-02
6.600000000000000e-01, 1.239284791716120e-01, -1.194060003335536e-01, -8.879920430623254e-03
6.700000000000000e-01, 1.217273048293426e-01, -1.239284791716402e-01, 4.442152149331253e-03
6.800000000000000e-01, 1.194060003335223e-01, -1.279618689199728e-01, 1.772479587233115e-02
6.900000000000001e-01, 1.169668565314338e-01, -1.314902516318953e-01, 3.085011305236186e-02
7.000000000000001e-01, 1.144122805635286e-01, -1.344997023928085e-01, 4.370160244494193e-02
7.100000000000000e-01, 1.117447934878691e-01, -1.369783442754464e-01, 5.616519332041638e-02
7.200000000000000e-01, 1.089670277921496e-01, -1.389163952126817e-01, 6.813025796382893e-02
7.300000000000000e-01, 1.060817247957479e-01, -1.403062066028767e-01, 7.949059361435198e-02
7.400000000000000e-01, 1.030917319443745e-01, -1.411422934954185e-01, 9.014536512850961e-02
7.500000000000000e-01, 9.999999999998779e-02, -1.414213562373142e-01, 1.000000000000499e-01
7.600000000000000e-01, 9.680958012874728e-02, -1.411422934954130e-01, 1.089670277922055e-01
7.700000000000000e-01, 9.352362088988198e-02, -1.403062066028657e-01, 1.169668565314831e-01
7.800000000000000e-01, 9.014536512844194e-02, -1.389163952126652e-01, 1.239284791716543e-01
7.900000000000000e-01, 8.667814677500194e-02, -1.369783442754245e-01, 1.297901038573248e-01
8.000000000000000e-01, 8.312538755547454e-02, -1.344997023927814e-01, 1.344997023928176e-01
8.100000000000001e-01, 7.949059361427942e-02, -1.314902516318630e-01, 1.380154720481212e-01
8.200000000000001e-01, 7.577735205420273e-02, -1.279618689199355e-01, 1.403062066028803e-01
8.300000000000001e-01, 7.198932739635910e-02, -1.239284791715979e-01, 1.413515733350169e-01
8.400000000000000e-01, 6.813025796375204e-02, -1.194060003335065e-01, 1.411422934954112e-01
8.500000000000000e-01, 6.420395219200058e-02, -1.144122805635114e-01, 1.396802246667350e-01
8.600000000000000e-01, 6.021428487087264e-02, -1.089670277921310e-01, 1.369783442754172e-01
8.700000000000000e-01, 5.616519332033584e-02, -1.030917319443546e-01, 1.330606344030877e-01
8.800000000000000e-01, 5.206067350489785e-02, -9.680958012872601e-02, 1.279618689199230e-01
8.900000000000000e-01, 4.790477609007173e-02, -9.014536512841936e-02, 1.217273048293128e-01
9.000000000000000e-01, 4.370160244485848e-02, -8.312538755545076e-02, 1.144122805634941e-01
9.100000000000000e-01, 3.945530059419059e-02, -7.577735205417807e-02, 1.060817247957091e-01
9.200000000000000e-01, 3.517006112533236e-02, -6.813025796372651e-02, 9.680958012870468e-02
9.300000000000000e-01, 3.085011305227629e-02, -6.021428487084611e-02, 8.667814677495571e-02
9.400000000000001e-01, 2.649971964221697e-02, -5.206067350487059e-02, 7.577735205415327e-02
9.500000000000001e-01, 2.212317420822069e-02, -4.370160244483065e-02, 6.420395219194834e-02
9.600000000000000e-01, 1.772479587224409e-02, -3.517006112530396e-02, 5.206067350484352e-02
9.700000000000000e-01, 1.330892530268220e-02, -2.649971964218836e-02, 3.945530059413442e-02
9.800000000000000e-01, 8.879920430652444e-03, -1.772479587221508e-02, 2.649971964215950e-02
9.900000000000000e-01, 4.442152149243485e-03, -8.879920430623254e-03, 1.330892530262408e-02
1.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
