            0.2,             100
       0.207692,             100
       0.215385,             100
       0.223077,             100
       0.230769,             100
       0.238462,             100
       0.246154,             100
       0.253846,             100
       0.261538,             100
       0.269231,             100
       0.276923,             100
       0.284615,             100
       0.292308,             100
            0.3,             100
       0.307692,             100
       0.315385,             100
       0.323077,             100
       0.330769,             100
       0.338462,             100
       0.346154,             100
       0.353846,             100
       0.361538,             100
       0.369231,             100
       0.376923,             100
       0.384615,             100
       0.392308,             100
            0.4,             100
       0.407692,             100
       0.415385,             100
       0.423077,             100
       0.430769,             100
       0.438462,             100
       0.446154,             100
       0.453846,             100
       0.461538,             100
       0.469231,             100
       0.476923,             100
       0.484615,             100
       0.492308,             100
            0.5,             100
       0.507692,             100
       0.515385,             100
       0.523077,             100
       0.530769,             100
       0.538462,             100
       0.546154,             100
       0.553846,             100
       0.561538,             100
       0.569231,             100
       0.576923,             100
       0.584615,             100
       0.592308,             100
            0.6,             100
       0.607692,             100
       0.615385,             100
       0.623077,             100
       0.630769,             100
       0.638462,             100
       0.646154,             100
       0.653846,             100
       0.661538,             100
       0.669231,              91
       0.676923,               0
       0.684615,               0
       0.692308,               4
            0.7,              92
       0.707692,             100
       0.715385,             100
       0.723077,             100
       0.730769,             100
       0.738462,             100
       0.746154,             100
       0.753846,             100
       0.761538,             100
       0.769231,             100
       0.776923,             100
       0.784615,             100
       0.792308,             100
            0.8,             100
       0.807692,             100
       0.815385,             100
       0.823077,             100
       0.830769,             100
       0.838462,             100
       0.846154,             100
       0.853846,             100
       0.861538,             100
       0.869231,             100
       0.876923,             100
       0.884615,             100
       0.892308,             100
            0.9,             100
       0.907692,             100
       0.915385,             100
       0.923077,             100
       0.930769,             100
       0.938462,             100
       0.946154,             100
       0.953846,             100
       0.961538,             100
       0.969231,             100
       0.976923,             100
       0.984615,             100
       0.992308,             100
              1,             100
        1.00769,             100
        1.01538,             100
        1.02308,             100
        1.03077,             100
        1.03846,             100
        1.04615,             100
        1.05385,             100
        1.06154,             100
        1.06923,             100
        1.07692,             100
        1.08462,             100
        1.09231,             100
            1.1,             100
        1.10769,             100
        1.11538,             100
        1.12308,             100
        1.13077,             100
        1.13846,             100
        1.14615,             100
        1.15385,             100
        1.16154,             100
        1.16923,             100
        1.17692,             100
        1.18462,             100
        1.19231,             100
            1.2,             100
        1.20769,             100
        1.21538,              99
        1.22308,              97
        1.23077,              93
        1.23846,              85
        1.24615,              21
        1.25385,               0
        1.26154,               0
        1.26923,               0
        1.27692,               0
        1.28462,               0
        1.29231,               0
            1.3,               0
        1.30769,               0
        1.31538,               0
        1.32308,               0
        1.33077,               0
        1.33846,               0
        1.34615,               0
        1.35385,               0
        1.36154,               0
        1.36923,               0
        1.37692,               0
        1.38462,               0
        1.39231,               0
            1.4,               0
        1.40769,               0
        1.41538,               0
        1.42308,               0
        1.43077,               0
        1.43846,               0
        1.44615,               0
        1.45385,               0
        1.46154,               0
        1.46923,               0
        1.47692,               0
        1.48462,               0
        1.49231,               0
            1.5,               0
        1.50769,               0
        1.51538,               0
        1.52308,              12
        1.53077,              73
        1.53846,              94
        1.54615,              98
        1.55385,              98
        1.56154,              98
        1.56923,              99
        1.57692,             100
        1.58462,             100
        1.59231,             100
            1.6,             100
        1.60769,             100
        1.61538,             100
        1.62308,             100
        1.63077,             100
        1.63846,             100
        1.64615,             100
        1.65385,             100
        1.66154,             100
        1.66923,             100
        1.67692,             100
        1.68462,             100
        1.69231,             100
            1.7,             100
        1.70769,             100
        1.71538,             100
        1.72308,             100
        1.73077,             100
        1.73846,             100
        1.74615,             100
        1.75385,             100
        1.76154,             100
        1.76923,             100
        1.77692,             100
        1.78462,             100
        1.79231,             100
            1.8,             100
        1.80769,             100
        1.81538,             100
        1.82308,             100
        1.83077,             100
        1.83846,             100
        1.84615,             100
        1.85385,             100
        1.86154,             100
        1.86923,             100
        1.87692,             100
        1.88462,             100
        1.89231,             100
            1.9,             100
        1.90769,             100
        1.91538,             100
        1.92308,             100
        1.93077,             100
        1.93846,             100
        1.94615,             100
        1.95385,             100
        1.96154,             100
        1.96923,             100
        1.97692,             100
        1.98462,             100
        1.99231,             100
              2,             100
        2.00769,             100
        2.01538,             100
        2.02308,             100
        2.03077,             100
        2.03846,             100
        2.04615,             100
        2.05385,             100
        2.06154,             100
        2.06923,             100
        2.07692,             100
        2.08462,             100
        2.09231,             100
            2.1,             100
        2.10769,             100
        2.11538,              99
        2.12308,              99
        2.13077,              99
        2.13846,              97
        2.14615,              88
        2.15385,              10
        2.16154,               0
        2.16923,               0
        2.17692,               0
        2.18462,               0
        2.19231,               0
            2.2,               0
        2.20769,               0
        2.21538,               0
        2.22308,               0
        2.23077,               0
        2.23846,               0
        2.24615,              90
        2.25385,              98
        2.26154,             100
        2.26923,             100
        2.27692,             100
        2.28462,             100
        2.29231,             100
            2.3,             100
        2.30769,             100
        2.31538,             100
        2.32308,             100
        2.33077,             100
        2.33846,             100
        2.34615,             100
        2.35385,             100
        2.36154,             100
        2.36923,             100
        2.37692,             100
        2.38462,             100
        2.39231,             100
            2.4,             100
        2.40769,             100
        2.41538,             100
        2.42308,             100
        2.43077,             100
        2.43846,             100
        2.44615,             100
        2.45385,             100
        2.46154,             100
        2.46923,             100
        2.47692,             100
        2.48462,             100
        2.49231,             100
            2.5,             100
