           1.35,              90
        1.35204,              87
        1.35408,              87
        1.35612,              86
        1.35816,              88
         1.3602,              81
        1.36224,               1
        1.36429,               0
        1.36633,               0
        1.36837,               0
        1.37041,               0
        1.37245,               0
        1.37449,               0
        1.37653,               0
        1.37857,               0
        1.38061,               0
        1.38265,               0
        1.38469,               0
        1.38673,               0
        1.38878,               1
        1.39082,               0
        1.39286,               0
         1.3949,               0
        1.39694,               0
        1.39898,               0
        1.40102,               0
        1.40306,               0
         1.4051,               0
        1.40714,               0
        1.40918,               0
        1.41122,               0
        1.41327,               4
        1.41531,               2
        1.41735,              15
        1.41939,               2
        1.42143,               5
        1.42347,               8
        1.42551,              21
        1.42755,              16
        1.42959,              23
        1.43163,              26
        1.43367,              22
        1.43571,              32
        1.43776,              37
         1.4398,              41
        1.44184,              44
        1.44388,              51
        1.44592,              59
        1.44796,              68
           1.45,              69
