           1.35,              91
        1.35204,              70
        1.35408,              23
        1.35612,               8
        1.35816,               6
         1.3602,               1
        1.36224,               2
        1.36429,               0
        1.36633,               1
        1.36837,               1
        1.37041,               0
        1.37245,               2
        1.37449,               0
        1.37653,               0
        1.37857,               0
        1.38061,               0
        1.38265,               0
        1.38469,               0
        1.38673,               0
        1.38878,               0
        1.39082,               0
        1.39286,               0
         1.3949,               0
        1.39694,               0
        1.39898,               1
        1.40102,               0
        1.40306,               2
         1.4051,               0
        1.40714,               0
        1.40918,               1
        1.41122,               0
        1.41327,               0
        1.41531,               1
        1.41735,               3
        1.41939,               8
        1.42143,              17
        1.42347,              60
        1.42551,              85
        1.42755,              95
        1.42959,              98
        1.43163,              98
        1.43367,              99
        1.43571,             100
        1.43776,             100
         1.4398,             100
        1.44184,             100
        1.44388,             100
        1.44592,             100
        1.44796,             100
           1.45,             100
