t, x, y, z, vx, vy, vz 
0.0000000000e+00, 2.5000000000e+01, 2.5000000000e+01, 0.0000000000e+00, 0.0000000000e+00, 4.0000000000e+01, 5.0000000000e+00
3.1250000000e-03, 2.5000497145e+01, 2.5125015755e+01, 1.5634927011e-02, 3.1818570140e-01, 4.0009700600e+01, 5.0063459322e+00
6.2500000000e-03, 2.5001988732e+01, 2.5250058238e+01, 3.1289616101e-02, 6.3644028532e-01, 4.0017105856e+01, 5.0126477283e+00
9.3750000000e-03, 2.5004474951e+01, 2.5375120275e+01, 4.6963929323e-02, 9.5474710994e-01, 4.0022215360e+01, 5.0189053742e+00
1.2500000000e-02, 2.5007955939e+01, 2.5500194692e+01, 6.2657728687e-02, 1.2730895315e+00, 4.0025028820e+01, 5.0251188572e+00
1.5625000000e-02, 2.5012431781e+01, 2.5625274313e+01, 7.8370876166e-02, 1.5914509053e+00, 4.0025546069e+01, 5.0312881663e+00
1.8750000000e-02, 2.5017902509e+01, 2.5750351963e+01, 9.4103233701e-02, 1.9098145862e+00, 4.0023767054e+01, 5.0374132916e+00
2.1875000000e-02, 2.5024368107e+01, 2.5875420465e+01, 1.0985466320e-01, 2.2281639300e+00, 4.0019691844e+01, 5.0434942247e+00
2.5000000000e-02, 2.5031828502e+01, 2.6000472645e+01, 1.2562502656e-01, 2.5464822938e+00, 4.0013320626e+01, 5.0495309585e+00
2.8125000000e-02, 2.5040283572e+01, 2.6125501328e+01, 1.4141418565e-01, 2.8647530371e+00, 4.0004653708e+01, 5.0555234875e+00
3.1250000000e-02, 2.5049733141e+01, 2.6250499340e+01, 1.5722200231e-01, 3.1829595229e+00, 3.9993691515e+01, 5.0614718071e+00
3.4375000000e-02, 2.5060176984e+01, 2.6375459510e+01, 1.7304833839e-01, 3.5010851180e+00, 3.9980434592e+01, 5.0673759143e+00
3.7500000000e-02, 2.5071614822e+01, 2.6500374667e+01, 1.8889305572e-01, 3.8191131943e+00, 3.9964883604e+01, 5.0732358074e+00
4.0625000000e-02, 2.5084046323e+01, 2.6625237643e+01, 2.0475601613e-01, 4.1370271296e+00, 3.9947039334e+01, 5.0790514857e+00
4.3750000000e-02, 2.5097471105e+01, 2.6750041275e+01, 2.2063708145e-01, 4.4548103083e+00, 3.9926902683e+01, 5.0848229502e+00
4.6875000000e-02, 2.5111888734e+01, 2.6874778398e+01, 2.3653611351e-01, 4.7724461224e+00, 3.9904474675e+01, 5.0905502026e+00
5.0000000000e-02, 2.5127298723e+01, 2.6999441856e+01, 2.5245297416e-01, 5.0899179723e+00, 3.9879756448e+01, 5.0962332463e+00
5.3125000000e-02, 2.5143700533e+01, 2.7124024492e+01, 2.6838752525e-01, 5.4072092676e+00, 3.9852749263e+01, 5.1018720856e+00
5.6250000000e-02, 2.5161093575e+01, 2.7248519156e+01, 2.8433962866e-01, 5.7243034281e+00, 3.9823454497e+01, 5.1074667261e+00
5.9375000000e-02, 2.5179477207e+01, 2.7372918701e+01, 3.0030914626e-01, 6.0411838847e+00, 3.9791873646e+01, 5.1130171745e+00
6.2500000000e-02, 2.5198850735e+01, 2.7497215986e+01, 3.1629593997e-01, 6.3578340799e+00, 3.9758008327e+01, 5.1185234388e+00
6.5625000000e-02, 2.5219213413e+01, 2.7621403875e+01, 3.3229987174e-01, 6.6742374690e+00, 3.9721860273e+01, 5.1239855280e+00
6.8750000000e-02, 2.5240564444e+01, 2.7745475237e+01, 3.4832080352e-01, 6.9903775209e+00, 3.9683431337e+01, 5.1294034521e+00
7.1875000000e-02, 2.5262902981e+01, 2.7869422947e+01, 3.6435859732e-01, 7.3062377189e+00, 3.9642723489e+01, 5.1347772226e+00
7.5000000000e-02, 2.5286228121e+01, 2.7993239887e+01, 3.8041311518e-01, 7.6218015616e+00, 3.9599738819e+01, 5.1401068516e+00
7.8125000000e-02, 2.5310538915e+01, 2.8116918945e+01, 3.9648421917e-01, 7.9370525635e+00, 3.9554479534e+01, 5.1453923526e+00
8.1250000000e-02, 2.5335834357e+01, 2.8240453017e+01, 4.1257177143e-01, 8.2519742563e+00, 3.9506947959e+01, 5.1506337401e+00
8.4375000000e-02, 2.5362113394e+01, 2.8363835006e+01, 4.2867563411e-01, 8.5665501893e+00, 3.9457146537e+01, 5.1558310294e+00
8.7500000000e-02, 2.5389374918e+01, 2.8487057821e+01, 4.4479566944e-01, 8.8807639308e+00, 3.9405077830e+01, 5.1609842371e+00
9.0625000000e-02, 2.5417617774e+01, 2.8610114383e+01, 4.6093173970e-01, 9.1945990681e+00, 3.9350744515e+01, 5.1660933807e+00
9.3750000000e-02, 2.5446840751e+01, 2.8732997618e+01, 4.7708370719e-01, 9.5080392093e+00, 3.9294149390e+01, 5.1711584787e+00
9.6875000000e-02, 2.5477042590e+01, 2.8855700464e+01, 4.9325143433e-01, 9.8210679836e+00, 3.9235295367e+01, 5.1761795505e+00
1.0000000000e-01, 2.5508221980e+01, 2.8978215865e+01, 5.0943478354e-01, 1.0133669042e+01, 3.9174185478e+01, 5.1811566164e+00
1.0312500000e-01, 2.5540377559e+01, 2.9100536776e+01, 5.2563361736e-01, 1.0445826059e+01, 3.9110822870e+01, 5.1860896979e+00
