t, x, y, z, vx, vy, vz 
0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.5000000000e+01, 0.0000000000e+00
6.2500000000e-03, 2.0001269525e+01, 1.5624387749e-01, 1.9999811919e+01, 4.0624087290e-01, 2.4997061248e+01, -6.0185733663e-02
1.2500000000e-02, 2.0005077835e+01, 3.1245102185e-01, 1.9999247681e+01, 8.1239713333e-01, 2.4988245599e+01, -1.2037033535e-01
1.8750000000e-02, 2.0011424136e+01, 4.6858470754e-01, 1.9998307295e+01, 1.2183841864e+00, 2.4973554882e+01, -1.8055267310e-01
2.5000000000e-02, 2.0020307108e+01, 6.2460822427e-01, 1.9996990779e+01, 1.6241174721e+00, 2.4952992139e+01, -2.4073161500e-01
3.1250000000e-02, 2.0031724900e+01, 7.8048488456e-01, 1.9995298159e+01, 2.0295124832e+00, 2.4926561632e+01, -3.0090602921e-01
3.7500000000e-02, 2.0045675134e+01, 9.3617803136e-01, 1.9993229466e+01, 2.4344847826e+00, 2.4894268837e+01, -3.6107478395e-01
4.3750000000e-02, 2.0062154903e+01, 1.0916510457e+00, 1.9990784738e+01, 2.8389500204e+00, 2.4856120445e+01, -4.2123674758e-01
5.0000000000e-02, 2.0081160777e+01, 1.2468673540e+00, 1.9987964023e+01, 3.2428239520e+00, 2.4812124362e+01, -4.8139078855e-01
5.6250000000e-02, 2.0102688796e+01, 1.4017904363e+00, 1.9984767372e+01, 3.6460224555e+00, 2.4762289704e+01, -5.4153577549e-01
6.2500000000e-02, 2.0126734476e+01, 1.5563838329e+00, 1.9981194847e+01, 4.0484615484e+00, 2.4706626796e+01, -6.0167057719e-01
6.8750000000e-02, 2.0153292808e+01, 1.7106111529e+00, 1.9977246514e+01, 4.4500574061e+00, 2.4645147173e+01, -6.6179406262e-01
7.5000000000e-02, 2.0182358262e+01, 1.8644360808e+00, 1.9972922447e+01, 4.8507263781e+00, 2.4577863574e+01, -7.2190510099e-01
8.1250000000e-02, 2.0213924783e+01, 2.0178223848e+00, 1.9968222728e+01, 5.2503850064e+00, 2.4504789940e+01, -7.8200256171e-01
8.7500000000e-02, 2.0247985796e+01, 2.1707339238e+00, 1.9963147446e+01, 5.6489500422e+00, 2.4425941414e+01, -8.4208531447e-01
9.3750000000e-02, 2.0284534207e+01, 2.3231346552e+00, 1.9957696695e+01, 6.0463384629e+00, 2.4341334333e+01, -9.0215222923e-01
1.0000000000e-01, 2.0323562403e+01, 2.4749886423e+00, 1.9951870578e+01, 6.4424674901e+00, 2.4250986228e+01, -9.6220217625e-01
1.0625000000e-01, 2.0365062255e+01, 2.6262600614e+00, 1.9945669205e+01, 6.8372546060e+00, 2.4154915821e+01, -1.0222340261e+00
1.1250000000e-01, 2.0409025119e+01, 2.7769132098e+00, 1.9939092693e+01, 7.2306175710e+00, 2.4053143018e+01, -1.0822466497e+00
1.1875000000e-01, 2.0455441837e+01, 2.9269125129e+00, 1.9932141165e+01, 7.6224744404e+00, 2.3945688907e+01, -1.1422389183e+00
