t, x, y, z, vx, vy, vz 
0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.5000000000e+01, 0.0000000000e+00
1.5625000000e-03, 2.0000158693e+01, 3.9062500000e-02, 1.9999976490e+01, 1.0156374393e-01, 2.5000000000e+01, -1.5046480582e-02
3.1250000000e-03, 2.0000476080e+01, 7.8124426015e-02, 1.9999929470e+01, 2.0312754755e-01, 2.4999632650e+01, -3.0092943476e-02
4.6875000000e-03, 2.0000952158e+01, 1.1718520406e-01, 1.9999858939e+01, 3.0469008872e-01, 2.4998897948e+01, -4.5139370996e-02
6.2500000000e-03, 2.0001586924e+01, 1.5624426015e-01, 1.9999764899e+01, 4.0625004531e-01, 2.4997795901e+01, -6.0185745454e-02
7.8125000000e-03, 2.0002380371e+01, 1.9530102033e-01, 1.9999647349e+01, 5.0780609520e-01, 2.4996326515e+01, -7.5232049164e-02
9.3750000000e-03, 2.0003332491e+01, 2.3435491066e-01, 1.9999506289e+01, 6.0935691627e-01, 2.4994489807e+01, -9.0278264438e-02
1.0937500000e-02, 2.0004443274e+01, 2.7340535721e-01, 1.9999341720e+01, 7.1090118650e-01, 2.4992285793e+01, -1.0532437359e-01
1.2500000000e-02, 2.0005712708e+01, 3.1245178611e-01, 1.9999153641e+01, 8.1243758390e-01, 2.4989714497e+01, -1.2037035893e-01
1.4062500000e-02, 2.0007140778e+01, 3.5149362353e-01, 1.9998942053e+01, 9.1396478658e-01, 2.4986775948e+01, -1.3541620278e-01
1.5625000000e-02, 2.0008727468e+01, 3.9053029568e-01, 1.9998706957e+01, 1.0154814727e+00, 2.4983470178e+01, -1.5046188744e-01
1.7187500000e-02, 2.0010472759e+01, 4.2956122885e-01, 1.9998448351e+01, 1.1169863207e+00, 2.4979797225e+01, -1.6550739523e-01
1.8750000000e-02, 2.0012376631e+01, 4.6858584937e-01, 1.9998166238e+01, 1.2184780089e+00, 2.4975757132e+01, -1.8055270847e-01
2.0312500000e-02, 2.0014439061e+01, 5.0760358365e-01, 1.9997860616e+01, 1.3199552160e+00, 2.4971349945e+01, -1.9559780947e-01
2.1875000000e-02, 2.0016660024e+01, 5.4661385821e-01, 1.9997531487e+01, 1.4214166207e+00, 2.4966575716e+01, -2.1064268054e-01
2.3437500000e-02, 2.0019039495e+01, 5.8561609962e-01, 1.9997178851e+01, 1.5228609020e+00, 2.4961434502e+01, -2.2568730400e-01
2.5000000000e-02, 2.0021577443e+01, 6.2460973456e-01, 1.9996802707e+01, 1.6242867392e+00, 2.4955926364e+01, -2.4073166217e-01
2.6562500000e-02, 2.0024273838e+01, 6.6359418983e-01, 1.9996403058e+01, 1.7256928114e+00, 2.4950051369e+01, -2.5577573735e-01
2.8125000000e-02, 2.0027128647e+01, 7.0256889231e-01, 1.9995979902e+01, 1.8270777985e+00, 2.4943809587e+01, -2.7081951186e-01
2.9687500000e-02, 2.0030141835e+01, 7.4153326901e-01, 1.9995533241e+01, 1.9284403802e+00, 2.4937201094e+01, -2.8586296803e-01
3.1250000000e-02, 2.0033313365e+01, 7.8048674709e-01, 1.9995063076e+01, 2.0297792367e+00, 2.4930225970e+01, -3.0090608816e-01
