t, x, y, z, vx, vy, vz 
0.0000000000e+00, 2.5000000000e+01, 2.5000000000e+01, 0.0000000000e+00, 0.0000000000e+00, 4.0000000000e+01, 5.0000000000e+00
3.1250000000e-03, 2.5000000000e+01, 2.5125000000e+01, 1.5625000000e-02, 3.1814571353e-01, 4.0010848107e+01, 5.0063679953e+00
6.2500000000e-03, 2.5000994205e+01, 2.5250033900e+01, 3.1269899985e-02, 6.3637694645e-01, 4.0019401411e+01, 5.0126918918e+00
9.3750000000e-03, 2.5002982883e+01, 2.5375094530e+01, 4.6934562147e-02, 9.5467706209e-01, 4.0025659326e+01, 5.0189716734e+00
1.2500000000e-02, 2.5005966249e+01, 2.5500174715e+01, 6.2618848627e-02, 1.2730294201e+00, 4.0029621383e+01, 5.0252073255e+00
1.5625000000e-02, 2.5009944466e+01, 2.5625267282e+01, 7.8322621519e-02, 1.5914173775e+00, 4.0031287232e+01, 5.0313988349e+00
1.8750000000e-02, 2.5014917645e+01, 2.5750365055e+01, 9.4045742878e-02, 1.9098242890e+00, 4.0030656645e+01, 5.0375461898e+00
2.1875000000e-02, 2.5020885846e+01, 2.5875460857e+01, 1.0978807472e-01, 2.2282335087e+00, 4.0027729510e+01, 5.0436493798e+00
2.5000000000e-02, 2.5027849076e+01, 2.6000547511e+01, 1.2554947903e-01, 2.5466283902e+00, 4.0022505835e+01, 5.0497083959e+00
2.8125000000e-02, 2.5035807290e+01, 2.6125617842e+01, 1.4132981777e-01, 2.8649922879e+00, 4.0014985749e+01, 5.0557232306e+00
3.1250000000e-02, 2.5044760391e+01, 2.6250664672e+01, 1.5712895287e-01, 3.1833085575e+00, 4.0005169499e+01, 5.0616938773e+00
3.4375000000e-02, 2.5054708230e+01, 2.6375680827e+01, 1.7294674623e-01, 3.5015605575e+00, 3.9993057451e+01, 5.0676203313e+00
3.7500000000e-02, 2.5065650607e+01, 2.6500659132e+01, 1.8878305977e-01, 3.8197316492e+00, 3.9978650090e+01, 5.0735025889e+00
4.0625000000e-02, 2.5077587268e+01, 2.6625592413e+01, 2.0463775536e-01, 4.1378051983e+00, 3.9961948021e+01, 5.0793406476e+00
4.3750000000e-02, 2.5090517909e+01, 2.6750473501e+01, 2.2051069488e-01, 4.4557645753e+00, 3.9942951968e+01, 5.0851345064e+00
4.6875000000e-02, 2.5104442174e+01, 2.6875295226e+01, 2.3640174021e-01, 4.7735931567e+00, 3.9921662774e+01, 5.0908841654e+00
5.0000000000e-02, 2.5119359652e+01, 2.7000050422e+01, 2.5231075323e-01, 5.0912743256e+00, 3.9898081401e+01, 5.0965896260e+00
5.3125000000e-02, 2.5135269884e+01, 2.7124731926e+01, 2.6823759581e-01, 5.4087914726e+00, 3.9872208930e+01, 5.1022508908e+00
