t, x, y, z, vx, vy, vz 
0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.0000000000e+01, 0.0000000000e+00, 2.5000000000e+01, 0.0000000000e+00
1.2500000000e-02, 2.0010156374e+01, 3.1250000000e-01, 1.9998495352e+01, 8.1250995141e-01, 2.5000000000e+01, -1.2037184465e-01
2.5000000000e-02, 2.0030469505e+01, 6.2470611968e-01, 1.9995486169e+01, 1.6250504664e+00, 2.4976489575e+01, -2.4073463344e-01
3.7500000000e-02, 2.0060931313e+01, 9.3632445618e-01, 1.9990972678e+01, 2.4369446112e+00, 2.4929466920e+01, -3.6107931119e-01
5.0000000000e-02, 2.0101525255e+01, 1.2470613277e+00, 1.9984955217e+01, 3.2475153737e+00, 2.4858949718e+01, -4.8139682407e-01
6.2500000000e-02, 2.0152226333e+01, 1.5566235169e+00, 1.9977434241e+01, 4.0560862240e+00, 2.4764975141e+01, -6.0167812031e-01
7.5000000000e-02, 2.0213001104e+01, 1.8647185149e+00, 1.9968410314e+01, 4.8619816756e+00, 2.4647599836e+01, -7.2191415086e-01
8.7500000000e-02, 2.0283807702e+01, 2.1710547636e+00, 1.9957884116e+01, 5.6645278459e+00, 2.4506899901e+01, -8.4209587007e-01
1.0000000000e-01, 2.0364595865e+01, 2.4753418990e+00, 1.9945856438e+01, 6.4630530166e+00, 2.4342970831e+01, -9.6221423639e-01
1.1250000000e-01, 2.0455306967e+01, 2.7772909923e+00, 1.9932328185e+01, 7.2568881917e+00, 2.4155927464e+01, -1.0822602130e+00
1.2500000000e-01, 2.0555874063e+01, 3.0766147911e+00, 1.9917300375e+01, 8.0453676546e+00, 2.3945903901e+01, -1.2022247686e+00
1.3750000000e-01, 2.0666221932e+01, 3.3730279587e+00, 1.9900774139e+01, 8.8278295227e+00, 2.3713053409e+01, -1.3220988779e+00
1.5000000000e-01, 2.0786267135e+01, 3.6662473127e+00, 1.9882750720e+01, 9.6036162994e+00, 2.3457548318e+01, -1.4418735226e+00
1.6250000000e-01, 2.0915918078e+01, 3.9559920613e+00, 1.9863231474e+01, 1.0372075423e+01, 2.3179579890e+01, -1.5615396917e+00
1.7500000000e-01, 2.1055075076e+01, 4.2419840385e+00, 1.9842217869e+01, 1.1132559811e+01, 2.2879358179e+01, -1.6810883823e+00
1.8750000000e-01, 2.1203630431e+01, 4.5239479370e+00, 1.9819711487e+01, 1.1884428404e+01, 2.2557111875e+01, -1.8005106007e+00
2.0000000000e-01, 2.1361468515e+01, 4.8016115386e+00, 1.9795714020e+01, 1.2627046698e+01, 2.2213088131e+01, -1.9197973623e+00
2.1250000000e-01, 2.1528465856e+01, 5.0747059433e+00, 1.9770227274e+01, 1.3359787281e+01, 2.1847552376e+01, -2.0389396929e+00
2.2500000000e-01, 2.1704491235e+01, 5.3429657947e+00, 1.9743253166e+01, 1.4082030355e+01, 2.1460788109e+01, -2.1579286292e+00
2.3750000000e-01, 2.1889405788e+01, 5.6061295032e+00, 1.9714793726e+01, 1.4793164259e+01, 2.1053096683e+01, -2.2767552194e+00
2.5000000000e-01, 2.2083063113e+01, 5.8639394666e+00, 1.9684851094e+01, 1.5492585984e+01, 2.0624797069e+01, -2.3954105238e+00
2.6250000000e-01, 2.2285309384e+01, 6.1161422867e+00, 1.9653427524e+01, 1.6179701677e+01, 2.0176225611e+01, -2.5138856157e+00
2.7500000000e-01, 2.2495983473e+01, 6.3624889837e+00, 1.9620525379e+01, 1.6853927146e+01, 1.9707735760e+01, -2.6321715819e+00
2.8750000000e-01, 2.2714917078e+01, 6.6027352062e+00, 1.9586147135e+01, 1.7514688348e+01, 1.9219697798e+01, -2.7502595235e+00
3.0000000000e-01, 2.2941934851e+01, 6.8366414380e+00, 1.9550295378e+01, 1.8161421880e+01, 1.8712498548e+01, -2.8681405566e+00
3.1250000000e-01, 2.3176854544e+01, 7.0639732013e+00, 1.9512972805e+01, 1.8793575447e+01, 1.8186541063e+01, -2.9858058125e+00
3.2500000000e-01, 2.3419487149e+01, 7.2845012553e+00, 1.9474182225e+01, 1.9410608339e+01, 1.7642244314e+01, -3.1032464390e+00
3.3750000000e-01, 2.3669637047e+01, 7.4980017909e+00, 1.9433926555e+01, 2.0011991884e+01, 1.7080042852e+01, -3.2204536009e+00
3.5000000000e-01, 2.3927102171e+01, 7.7042566217e+00, 1.9392208824e+01, 2.0597209897e+01, 1.6500386465e+01, -3.3374184803e+00
3.6250000000e-01, 2.4191674160e+01, 7.9030533694e+00, 1.9349032170e+01, 2.1165759122e+01, 1.5903739817e+01, -3.4541322777e+00
3.7500000000e-01, 2.4463138531e+01, 8.0941856454e+00, 1.9304399843e+01, 2.1717149658e+01, 1.5290582078e+01, -3.5705862124e+00
3.8750000000e-01, 2.4741274848e+01, 8.2774532271e+00, 1.9258315199e+01, 2.2250905378e+01, 1.4661406538e+01, -3.6867715234e+00
4.0000000000e-01, 2.5025856902e+01, 8.4526622298e+00, 1.9210781705e+01, 2.2766564338e+01, 1.4016720215e+01, -3.8026794697e+00
4.1250000000e-01, 2.5316652892e+01, 8.6196252729e+00, 1.9161802939e+01, 2.3263679169e+01, 1.3357043442e+01, -3.9183013312e+00
4.2500000000e-01, 2.5613425610e+01, 8.7781616410e+00, 1.9111382584e+01, 2.3741817464e+01, 1.2682909453e+01, -4.0336284096e+00
4.3750000000e-01, 2.5915932637e+01, 8.9280974404e+00, 1.9059524433e+01, 2.4200562148e+01, 1.1994863950e+01, -4.1486520283e+00
4.5000000000e-01, 2.6223926535e+01, 9.0692657487e+00, 1.9006232389e+01, 2.4639511838e+01, 1.1293464662e+01, -4.2633635340e+00
4.6250000000e-01, 2.6537155050e+01, 9.2015067599e+00, 1.8951510460e+01, 2.5058281192e+01, 1.0579280895e+01, -4.3777542967e+00
4.7500000000e-01, 2.6855361315e+01, 9.3246679232e+00, 1.8895362764e+01, 2.5456501238e+01, 9.8528930712e+00, -4.4918157103e+00
4.8750000000e-01, 2.7178284061e+01, 9.4386040764e+00, 1.8837793524e+01, 2.5833819701e+01, 9.1148922550e+00, -4.6055391939e+00
5.0000000000e-01, 2.7505657828e+01, 9.5431775724e+00, 1.8778807072e+01, 2.6189901305e+01, 8.3658796767e+00, -4.7189161917e+00
5.1250000000e-01, 2.7837213179e+01, 9.6382584004e+00, 1.8718407845e+01, 2.6524428066e+01, 7.6064662410e+00, -4.8319381740e+00
5.2500000000e-01, 2.8172676923e+01, 9.7237243008e+00, 1.8656600387e+01, 2.6837099577e+01, 6.8372720309e+00, -4.9445966381e+00
5.3750000000e-01, 2.8511772339e+01, 9.7994608733e+00, 1.8593389348e+01, 2.7127633266e+01, 6.0589258014e+00, -5.0568831083e+00
5.5000000000e-01, 2.8854219397e+01, 9.8653616791e+00, 1.8528779483e+01, 2.7395764651e+01, 5.2720644666e+00, -5.1687891370e+00
5.6250000000e-01, 2.9199734992e+01, 9.9213283364e+00, 1.8462775655e+01, 2.7641247572e+01, 4.4773325795e+00, -5.2803063053e+00
5.7500000000e-01, 2.9548033172e+01, 9.9672706089e+00, 1.8395382827e+01, 2.7863854417e+01, 3.6753818047e+00, -5.3914262234e+00
5.8750000000e-01, 2.9898825376e+01, 1.0003106489e+01, 1.8326606070e+01, 2.8063376320e+01, 2.8668703846e+00, -5.5021405316e+00
6.0000000000e-01, 3.0251820668e+01, 1.0028762271e+01, 1.8256450559e+01, 2.8239623358e+01, 2.0524626004e+00, -5.6124409006e+00
6.1250000000e-01, 3.0606725977e+01, 1.0044172624e+01, 1.8184921571e+01, 2.8392424722e+01, 1.2328282268e+00, -5.7223190321e+00
6.2500000000e-01, 3.0963246338e+01, 1.0049280649e+01, 1.8112024488e+01, 2.8521628876e+01, 4.0864198195e-01, -5.8317666598e+00
6.3750000000e-01, 3.1321085134e+01, 1.0044037936e+01, 1.8037764793e+01, 2.8627103700e+01, -4.1941702689e-01, -5.9407755497e+00
