eps, eps_squared
-1.9600000000e+00, 1.5366400000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9600000000e+00, 1.5366400000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9600000000e+00, 1.5366400000e+03
-1.9600000000e+00, 1.5366400000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9800000000e+00, 1.5681600000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-1.9800000000e+00, 1.5681600000e+03
-1.9600000000e+00, 1.5366400000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
-2.0000000000e+00, 1.6000000000e+03
