step, E, E2, absM, M2
294000, -7.9852789116e+00, 6.3882231293e+01, 3.9950816327e+00, 1.5975442177e+01
295000, -7.9852203390e+00, 6.3881762712e+01, 3.9950711864e+00, 1.5975362712e+01
296000, -7.9851891892e+00, 6.3881513514e+01, 3.9950608108e+00, 1.5975310811e+01
297000, -7.9850505051e+00, 6.3880404040e+01, 3.9950168350e+00, 1.5975084175e+01
298000, -7.9851006711e+00, 6.3880805369e+01, 3.9950335570e+00, 1.5975167785e+01
299000, -7.9851237458e+00, 6.3880989967e+01, 3.9950434783e+00, 1.5975210702e+01
300000, -7.9851200000e+00, 6.3880960000e+01, 3.9950466667e+00, 1.5975213333e+01
301000, -7.9851694352e+00, 6.3881355482e+01, 3.9950631229e+00, 1.5975295681e+01
302000, -7.9851125828e+00, 6.3880900662e+01, 3.9950397351e+00, 1.5975192053e+01
303000, -7.9851089109e+00, 6.3880871287e+01, 3.9950429043e+00, 1.5975194719e+01
304000, -7.9851578947e+00, 6.3881263158e+01, 3.9950592105e+00, 1.5975276316e+01
305000, -7.9851540984e+00, 6.3881232787e+01, 3.9950622951e+00, 1.5975278689e+01
306000, -7.9848888889e+00, 6.3879111111e+01, 3.9949738562e+00, 1.5974836601e+01
307000, -7.9848338762e+00, 6.3878671010e+01, 3.9949576547e+00, 1.5974749186e+01
308000, -7.9848311688e+00, 6.3878649351e+01, 3.9949610390e+00, 1.5974753247e+01
309000, -7.9848802589e+00, 6.3879042071e+01, 3.9949773463e+00, 1.5974834951e+01
310000, -7.9848774194e+00, 6.3879019355e+01, 3.9949806452e+00, 1.5974838710e+01
311000, -7.9848745981e+00, 6.3878996785e+01, 3.9949839228e+00, 1.5974842444e+01
312000, -7.9848717949e+00, 6.3878974359e+01, 3.9949871795e+00, 1.5974846154e+01
313000, -7.9847923323e+00, 6.3878338658e+01, 3.9949584665e+00, 1.5974709265e+01
314000, -7.9846369427e+00, 6.3877095541e+01, 3.9949044586e+00, 1.5974445860e+01
315000, -7.9845333333e+00, 6.3876266667e+01, 3.9948571429e+00, 1.5974247619e+01
316000, -7.9845316456e+00, 6.3876253165e+01, 3.9948544304e+00, 1.5974240506e+01
317000, -7.9845804416e+00, 6.3876643533e+01, 3.9948706625e+00, 1.5974321767e+01
318000, -7.9846289308e+00, 6.3877031447e+01, 3.9948867925e+00, 1.5974402516e+01
319000, -7.9845768025e+00, 6.3876614420e+01, 3.9948652038e+00, 1.5974307210e+01
320000, -7.9846000000e+00, 6.3876800000e+01, 3.9948750000e+00, 1.5974350000e+01
321000, -7.9846479751e+00, 6.3877183801e+01, 3.9948909657e+00, 1.5974429907e+01
322000, -7.9846708075e+00, 6.3877366460e+01, 3.9948944099e+00, 1.5974459627e+01
323000, -7.9847182663e+00, 6.3877746130e+01, 3.9949102167e+00, 1.5974538700e+01
324000, -7.9846172840e+00, 6.3876938272e+01, 3.9948765432e+00, 1.5974370370e+01
325000, -7.9846153846e+00, 6.3876923077e+01, 3.9948738462e+00, 1.5974363077e+01
326000, -7.9846625767e+00, 6.3877300613e+01, 3.9948895706e+00, 1.5974441718e+01
327000, -7.9846605505e+00, 6.3877284404e+01, 3.9948868502e+00, 1.5974434251e+01
328000, -7.9846829268e+00, 6.3877463415e+01, 3.9948963415e+00, 1.5974475610e+01
329000, -7.9845835866e+00, 6.3876668693e+01, 3.9948693009e+00, 1.5974322188e+01
330000, -7.9846060606e+00, 6.3876848485e+01, 3.9948787879e+00, 1.5974363636e+01
331000, -7.9846525680e+00, 6.3877220544e+01, 3.9948942598e+00, 1.5974441088e+01
332000, -7.9846987952e+00, 6.3877590361e+01, 3.9949096386e+00, 1.5974518072e+01
333000, -7.9847447447e+00, 6.3877957958e+01, 3.9949249249e+00, 1.5974594595e+01
334000, -7.9847664671e+00, 6.3878131737e+01, 3.9949281437e+00, 1.5974622754e+01
335000, -7.9848119403e+00, 6.3878495522e+01, 3.9949432836e+00, 1.5974698507e+01
336000, -7.9848095238e+00, 6.3878476190e+01, 3.9949464286e+00, 1.5974702381e+01
337000, -7.9848545994e+00, 6.3878836795e+01, 3.9949614243e+00, 1.5974777448e+01
338000, -7.9848047337e+00, 6.3878437870e+01, 3.9949467456e+00, 1.5974698225e+01
339000, -7.9847787611e+00, 6.3878230088e+01, 3.9949321534e+00, 1.5974643068e+01
340000, -7.9847764706e+00, 6.3878211765e+01, 3.9949294118e+00, 1.5974635294e+01
341000, -7.9847976540e+00, 6.3878381232e+01, 3.9949384164e+00, 1.5974674487e+01
342000, -7.9847719298e+00, 6.3878175439e+01, 3.9949356725e+00, 1.5974643275e+01
343000, -7.9846064140e+00, 6.3876851312e+01, 3.9948862974e+00, 1.5974379009e+01
344000, -7.9845813953e+00, 6.3876651163e+01, 3.9948779070e+00, 1.5974337209e+01
345000, -7.9845565217e+00, 6.3876452174e+01, 3.9948637681e+00, 1.5974284058e+01
346000, -7.9846011561e+00, 6.3876809249e+01, 3.9948786127e+00, 1.5974358382e+01
347000, -7.9846455331e+00, 6.3877164265e+01, 3.9948933718e+00, 1.5974432277e+01
348000, -7.9846436782e+00, 6.3877149425e+01, 3.9948965517e+00, 1.5974436782e+01
349000, -7.9845042980e+00, 6.3876034384e+01, 3.9948366762e+00, 1.5974177650e+01
350000, -7.9845485714e+00, 6.3876388571e+01, 3.9948514286e+00, 1.5974251429e+01
351000, -7.9845698006e+00, 6.3876558405e+01, 3.9948603989e+00, 1.5974290598e+01
352000, -7.9845000000e+00, 6.3876000000e+01, 3.9948352273e+00, 1.5974170455e+01
353000, -7.9844985836e+00, 6.3875988669e+01, 3.9948385269e+00, 1.5974175637e+01
354000, -7.9845423729e+00, 6.3876338983e+01, 3.9948531073e+00, 1.5974248588e+01
355000, -7.9845859155e+00, 6.3876687324e+01, 3.9948676056e+00, 1.5974321127e+01
356000, -7.9846292135e+00, 6.3877033708e+01, 3.9948820225e+00, 1.5974393258e+01
357000, -7.9846274510e+00, 6.3877019608e+01, 3.9948851541e+00, 1.5974397759e+01
358000, -7.9846703911e+00, 6.3877363128e+01, 3.9948994413e+00, 1.5974469274e+01
359000, -7.9847130919e+00, 6.3877704735e+01, 3.9949136490e+00, 1.5974540390e+01
360000, -7.9846444444e+00, 6.3877155556e+01, 3.9949000000e+00, 1.5974444444e+01
361000, -7.9846426593e+00, 6.3877141274e+01, 3.9949030471e+00, 1.5974448753e+01
362000, -7.9846850829e+00, 6.3877480663e+01, 3.9949171271e+00, 1.5974519337e+01
363000, -7.9846170799e+00, 6.3876936639e+01, 3.9949035813e+00, 1.5974424242e+01
364000, -7.9845934066e+00, 6.3876747253e+01, 3.9949010989e+00, 1.5974395604e+01
365000, -7.9845698630e+00, 6.3876558904e+01, 3.9948931507e+00, 1.5974356164e+01
366000, -7.9846120219e+00, 6.3876896175e+01, 3.9949071038e+00, 1.5974426230e+01
367000, -7.9846539510e+00, 6.3877231608e+01, 3.9949209809e+00, 1.5974495913e+01
368000, -7.9846739130e+00, 6.3877391304e+01, 3.9949239130e+00, 1.5974521739e+01
369000, -7.9847154472e+00, 6.3877723577e+01, 3.9949376694e+00, 1.5974590786e+01
370000, -7.9847351351e+00, 6.3877881081e+01, 3.9949459459e+00, 1.5974627027e+01
371000, -7.9846037736e+00, 6.3876830189e+01, 3.9949056604e+00, 1.5974415094e+01
372000, -7.9845161290e+00, 6.3876129032e+01, 3.9948870968e+00, 1.5974290323e+01
373000, -7.9844504021e+00, 6.3875603217e+01, 3.9948739946e+00, 1.5974198391e+01
374000, -7.9843850267e+00, 6.3875080214e+01, 3.9948556150e+00, 1.5974096257e+01
375000, -7.9843200000e+00, 6.3874560000e+01, 3.9948266667e+00, 1.5973973333e+01
376000, -7.9843617021e+00, 6.3874893617e+01, 3.9948404255e+00, 1.5974042553e+01
377000, -7.9843819629e+00, 6.3875055703e+01, 3.9948488064e+00, 1.5974079576e+01
378000, -7.9844232804e+00, 6.3875386243e+01, 3.9948624339e+00, 1.5974148148e+01
379000, -7.9844010554e+00, 6.3875208443e+01, 3.9948496042e+00, 1.5974100264e+01
380000, -7.9844421053e+00, 6.3875536842e+01, 3.9948631579e+00, 1.5974168421e+01
381000, -7.9844829396e+00, 6.3875863517e+01, 3.9948766404e+00, 1.5974236220e+01
382000, -7.9843979058e+00, 6.3875183246e+01, 3.9948586387e+00, 1.5974115183e+01
383000, -7.9843759791e+00, 6.3875007833e+01, 3.9948563969e+00, 1.5974088773e+01
384000, -7.9843333333e+00, 6.3874666667e+01, 3.9948333333e+00, 1.5974000000e+01
385000, -7.9843740260e+00, 6.3874992208e+01, 3.9948467532e+00, 1.5974067532e+01
386000, -7.9843730570e+00, 6.3874984456e+01, 3.9948445596e+00, 1.5974062176e+01
387000, -7.9843307494e+00, 6.3874645995e+01, 3.9948217054e+00, 1.5973974160e+01
388000, -7.9843711340e+00, 6.3874969072e+01, 3.9948350515e+00, 1.5974041237e+01
389000, -7.9844113111e+00, 6.3875290488e+01, 3.9948483290e+00, 1.5974107969e+01
390000, -7.9844512821e+00, 6.3875610256e+01, 3.9948615385e+00, 1.5974174359e+01
391000, -7.9843682864e+00, 6.3874946292e+01, 3.9948388747e+00, 1.5974046036e+01
392000, -7.9842448980e+00, 6.3873959184e+01, 3.9947755102e+00, 1.5973795918e+01
393000, -7.9842849873e+00, 6.3874279898e+01, 3.9947888041e+00, 1.5973862595e+01
394000, -7.9843248731e+00, 6.3874598985e+01, 3.9948020305e+00, 1.5973928934e+01
395000, -7.9843645570e+00, 6.3874916456e+01, 3.9948151899e+00, 1.5973994937e+01
396000, -7.9843838384e+00, 6.3875070707e+01, 3.9948232323e+00, 1.5974030303e+01
397000, -7.9844231738e+00, 6.3875385390e+01, 3.9948362720e+00, 1.5974095718e+01
398000, -7.9843819095e+00, 6.3875055276e+01, 3.9948190955e+00, 1.5974020101e+01
399000, -7.9842606516e+00, 6.3874085213e+01, 3.9947719298e+00, 1.5973804511e+01
400000, -7.9842000000e+00, 6.3873600000e+01, 3.9947600000e+00, 1.5973720000e+01
401000, -7.9842394015e+00, 6.3873915212e+01, 3.9947730673e+00, 1.5973785536e+01
402000, -7.9842786070e+00, 6.3874228856e+01, 3.9947860697e+00, 1.5973850746e+01
403000, -7.9840992556e+00, 6.3872794045e+01, 3.9947295285e+00, 1.5973558313e+01
404000, -7.9841386139e+00, 6.3873108911e+01, 3.9947425743e+00, 1.5973623762e+01
405000, -7.9841580247e+00, 6.3873264198e+01, 3.9947506173e+00, 1.5973659259e+01
406000, -7.9841182266e+00, 6.3872945813e+01, 3.9947339901e+00, 1.5973586207e+01
407000, -7.9841375921e+00, 6.3873100737e+01, 3.9947420147e+00, 1.5973621622e+01
408000, -7.9841764706e+00, 6.3873411765e+01, 3.9947549020e+00, 1.5973686275e+01
409000, -7.9841564792e+00, 6.3873251834e+01, 3.9947432763e+00, 1.5973643032e+01
410000, -7.9841951220e+00, 6.3873560976e+01, 3.9947560976e+00, 1.5973707317e+01
411000, -7.9842335766e+00, 6.3873868613e+01, 3.9947688564e+00, 1.5973771290e+01
412000, -7.9842718447e+00, 6.3874174757e+01, 3.9947815534e+00, 1.5973834951e+01
413000, -7.9842905569e+00, 6.3874324455e+01, 3.9947893462e+00, 1.5973869249e+01
414000, -7.9843285024e+00, 6.3874628019e+01, 3.9948019324e+00, 1.5973932367e+01
415000, -7.9842891566e+00, 6.3874313253e+01, 3.9947951807e+00, 1.5973879518e+01
416000, -7.9842884615e+00, 6.3874307692e+01, 3.9947932692e+00, 1.5973875000e+01
417000, -7.9841918465e+00, 6.3873534772e+01, 3.9947625899e+00, 1.5973717026e+01
418000, -7.9841913876e+00, 6.3873531100e+01, 3.9947655502e+00, 1.5973722488e+01
419000, -7.9841527446e+00, 6.3873221957e+01, 3.9947446301e+00, 1.5973642005e+01
420000, -7.9841904762e+00, 6.3873523810e+01, 3.9947571429e+00, 1.5973704762e+01
421000, -7.9842090261e+00, 6.3873672209e+01, 3.9947648456e+00, 1.5973738717e+01
422000, -7.9841706161e+00, 6.3873364929e+01, 3.9947535545e+00, 1.5973677725e+01
423000, -7.9842080378e+00, 6.3873664303e+01, 3.9947659574e+00, 1.5973739953e+01
424000, -7.9841886792e+00, 6.3873509434e+01, 3.9947594340e+00, 1.5973707547e+01
425000, -7.9842258824e+00, 6.3873807059e+01, 3.9947717647e+00, 1.5973769412e+01
426000, -7.9841690141e+00, 6.3873352113e+01, 3.9947464789e+00, 1.5973661972e+01
427000, -7.9841873536e+00, 6.3873498829e+01, 3.9947494145e+00, 1.5973686183e+01
428000, -7.9842056075e+00, 6.3873644860e+01, 3.9947523364e+00, 1.5973710280e+01
429000, -7.9842424242e+00, 6.3873939394e+01, 3.9947645688e+00, 1.5973771562e+01
430000, -7.9842418605e+00, 6.3873934884e+01, 3.9947581395e+00, 1.5973758140e+01
431000, -7.9842227378e+00, 6.3873781903e+01, 3.9947517401e+00, 1.5973726218e+01
432000, -7.9842592593e+00, 6.3874074074e+01, 3.9947638889e+00, 1.5973787037e+01
433000, -7.9842771363e+00, 6.3874217090e+01, 3.9947713626e+00, 1.5973819861e+01
434000, -7.9843133641e+00, 6.3874506912e+01, 3.9947834101e+00, 1.5973880184e+01
435000, -7.9842390805e+00, 6.3873912644e+01, 3.9947448276e+00, 1.5973728736e+01
436000, -7.9842752294e+00, 6.3874201835e+01, 3.9947568807e+00, 1.5973788991e+01
437000, -7.9843112128e+00, 6.3874489703e+01, 3.9947688787e+00, 1.5973848970e+01
438000, -7.9842557078e+00, 6.3874045662e+01, 3.9947397260e+00, 1.5973735160e+01
439000, -7.9842733485e+00, 6.3874186788e+01, 3.9947471526e+00, 1.5973767654e+01
440000, -7.9842181818e+00, 6.3873745455e+01, 3.9947272727e+00, 1.5973672727e+01
441000, -7.9840362812e+00, 6.3872290249e+01, 3.9946666667e+00, 1.5973369615e+01
442000, -7.9839638009e+00, 6.3871710407e+01, 3.9946515837e+00, 1.5973266968e+01
443000, -7.9839097065e+00, 6.3871277652e+01, 3.9946365688e+00, 1.5973182844e+01
444000, -7.9839459459e+00, 6.3871567568e+01, 3.9946486486e+00, 1.5973243243e+01
445000, -7.9838561798e+00, 6.3870849438e+01, 3.9946247191e+00, 1.5973105618e+01
446000, -7.9838923767e+00, 6.3871139013e+01, 3.9946367713e+00, 1.5973165919e+01
447000, -7.9839284116e+00, 6.3871427293e+01, 3.9946487696e+00, 1.5973225951e+01
448000, -7.9838750000e+00, 6.3871000000e+01, 3.9946339286e+00, 1.5973142857e+01
449000, -7.9839109131e+00, 6.3871287305e+01, 3.9946458797e+00, 1.5973202673e+01
450000, -7.9838222222e+00, 6.3870577778e+01, 3.9946222222e+00, 1.5973066667e+01
451000, -7.9837694013e+00, 6.3870155211e+01, 3.9946075388e+00, 1.5972984479e+01
452000, -7.9837699115e+00, 6.3870159292e+01, 3.9946017699e+00, 1.5972973451e+01
453000, -7.9837880795e+00, 6.3870304636e+01, 3.9946092715e+00, 1.5973006623e+01
454000, -7.9837533040e+00, 6.3870026432e+01, 3.9946035242e+00, 1.5972960352e+01
455000, -7.9837538462e+00, 6.3870030769e+01, 3.9946065934e+00, 1.5972967033e+01
456000, -7.9837894737e+00, 6.3870315789e+01, 3.9946184211e+00, 1.5973026316e+01
457000, -7.9838249453e+00, 6.3870599562e+01, 3.9946301969e+00, 1.5973085339e+01
458000, -7.9838427948e+00, 6.3870742358e+01, 3.9946375546e+00, 1.5973117904e+01
459000, -7.9838082789e+00, 6.3870466231e+01, 3.9946230937e+00, 1.5973054466e+01
460000, -7.9837913043e+00, 6.3870330435e+01, 3.9946086957e+00, 1.5973008696e+01
461000, -7.9837570499e+00, 6.3870056399e+01, 3.9945943601e+00, 1.5972945770e+01
462000, -7.9837575758e+00, 6.3870060606e+01, 3.9945930736e+00, 1.5972943723e+01
463000, -7.9836889849e+00, 6.3869511879e+01, 3.9945701944e+00, 1.5972829374e+01
464000, -7.9837068966e+00, 6.3869655172e+01, 3.9945775862e+00, 1.5972862069e+01
465000, -7.9837419355e+00, 6.3869935484e+01, 3.9945892473e+00, 1.5972920430e+01
466000, -7.9836566524e+00, 6.3869253219e+01, 3.9945579399e+00, 1.5972772532e+01
467000, -7.9836745182e+00, 6.3869396146e+01, 3.9945653105e+00, 1.5972805139e+01
468000, -7.9837094017e+00, 6.3869675214e+01, 3.9945769231e+00, 1.5972863248e+01
469000, -7.9837441365e+00, 6.3869953092e+01, 3.9945884861e+00, 1.5972921109e+01
470000, -7.9837617021e+00, 6.3870093617e+01, 3.9945914894e+00, 1.5972944681e+01
471000, -7.9837961783e+00, 6.3870369427e+01, 3.9946029724e+00, 1.5973002123e+01
472000, -7.9838305085e+00, 6.3870644068e+01, 3.9946144068e+00, 1.5973059322e+01
473000, -7.9838646934e+00, 6.3870917548e+01, 3.9946257928e+00, 1.5973116279e+01
474000, -7.9838481013e+00, 6.3870784810e+01, 3.9946202532e+00, 1.5973088608e+01
475000, -7.9838652632e+00, 6.3870922105e+01, 3.9946273684e+00, 1.5973120000e+01
476000, -7.9837983193e+00, 6.3870386555e+01, 3.9946008403e+00, 1.5973000000e+01
477000, -7.9837987421e+00, 6.3870389937e+01, 3.9946037736e+00, 1.5973006289e+01
478000, -7.9838326360e+00, 6.3870661088e+01, 3.9946150628e+00, 1.5973062762e+01
479000, -7.9838162839e+00, 6.3870530271e+01, 3.9946137787e+00, 1.5973043841e+01
480000, -7.9837333333e+00, 6.3869866667e+01, 3.9945875000e+00, 1.5972908333e+01
481000, -7.9837338877e+00, 6.3869871102e+01, 3.9945904366e+00, 1.5972914761e+01
482000, -7.9837676349e+00, 6.3870141079e+01, 3.9946016598e+00, 1.5972970954e+01
483000, -7.9838012422e+00, 6.3870409938e+01, 3.9946128364e+00, 1.5973026915e+01
484000, -7.9838016529e+00, 6.3870413223e+01, 3.9946074380e+00, 1.5973016529e+01
485000, -7.9838350515e+00, 6.3870680412e+01, 3.9946185567e+00, 1.5973072165e+01
486000, -7.9838683128e+00, 6.3870946502e+01, 3.9946296296e+00, 1.5973127572e+01
487000, -7.9839014374e+00, 6.3871211499e+01, 3.9946406571e+00, 1.5973182752e+01
488000, -7.9839180328e+00, 6.3871344262e+01, 3.9946475410e+00, 1.5973213115e+01
489000, -7.9836564417e+00, 6.3869251534e+01, 3.9945439673e+00, 1.5972744376e+01
490000, -7.9836571429e+00, 6.3869257143e+01, 3.9945469388e+00, 1.5972751020e+01
491000, -7.9836089613e+00, 6.3868871690e+01, 3.9945254582e+00, 1.5972659878e+01
492000, -7.9835934959e+00, 6.3868747967e+01, 3.9945203252e+00, 1.5972634146e+01
493000, -7.9836267748e+00, 6.3869014199e+01, 3.9945314402e+00, 1.5972689655e+01
494000, -7.9836275304e+00, 6.3869020243e+01, 3.9945344130e+00, 1.5972696356e+01
495000, -7.9836606061e+00, 6.3869284848e+01, 3.9945454545e+00, 1.5972751515e+01
496000, -7.9835483871e+00, 6.3868387097e+01, 3.9945120968e+00, 1.5972572581e+01
497000, -7.9835653924e+00, 6.3868523139e+01, 3.9945191147e+00, 1.5972603622e+01
498000, -7.9835823293e+00, 6.3868658635e+01, 3.9945261044e+00, 1.5972634538e+01
499000, -7.9836152305e+00, 6.3868921844e+01, 3.9945370741e+00, 1.5972689379e+01
500000, -7.9836160000e+00, 6.3868928000e+01, 3.9945360000e+00, 1.5972688000e+01
501000, -7.9835528942e+00, 6.3868423154e+01, 3.9945109780e+00, 1.5972574850e+01
502000, -7.9835378486e+00, 6.3868302789e+01, 3.9945099602e+00, 1.5972557769e+01
503000, -7.9834910537e+00, 6.3867928429e+01, 3.9945009940e+00, 1.5972493042e+01
504000, -7.9834761905e+00, 6.3867809524e+01, 3.9944920635e+00, 1.5972460317e+01
505000, -7.9834772277e+00, 6.3867817822e+01, 3.9944871287e+00, 1.5972451485e+01
506000, -7.9835098814e+00, 6.3868079051e+01, 3.9944980237e+00, 1.5972505929e+01
507000, -7.9835424063e+00, 6.3868339250e+01, 3.9945088757e+00, 1.5972560158e+01
508000, -7.9835748031e+00, 6.3868598425e+01, 3.9945196850e+00, 1.5972614173e+01
509000, -7.9836070727e+00, 6.3868856582e+01, 3.9945304519e+00, 1.5972667976e+01
510000, -7.9835921569e+00, 6.3868737255e+01, 3.9945254902e+00, 1.5972643137e+01
511000, -7.9836242661e+00, 6.3868994129e+01, 3.9945362035e+00, 1.5972696673e+01
512000, -7.9836562500e+00, 6.3869250000e+01, 3.9945468750e+00, 1.5972750000e+01
513000, -7.9836413255e+00, 6.3869130604e+01, 3.9945458090e+00, 1.5972732943e+01
514000, -7.9836108949e+00, 6.3868887160e+01, 3.9945369650e+00, 1.5972684825e+01
515000, -7.9835650485e+00, 6.3868520388e+01, 3.9945126214e+00, 1.5972590291e+01
516000, -7.9835968992e+00, 6.3868775194e+01, 3.9945232558e+00, 1.5972643411e+01
517000, -7.9836286267e+00, 6.3869029014e+01, 3.9945338491e+00, 1.5972696325e+01
518000, -7.9836293436e+00, 6.3869034749e+01, 3.9945328185e+00, 1.5972694981e+01
519000, -7.9836146435e+00, 6.3868917148e+01, 3.9945317919e+00, 1.5972678227e+01
520000, -7.9835846154e+00, 6.3868676923e+01, 3.9945269231e+00, 1.5972638462e+01
521000, -7.9836161228e+00, 6.3868928983e+01, 3.9945374280e+00, 1.5972690979e+01
522000, -7.9836475096e+00, 6.3869180077e+01, 3.9945478927e+00, 1.5972743295e+01
523000, -7.9836787763e+00, 6.3869430210e+01, 3.9945583174e+00, 1.5972795411e+01
524000, -7.9837099237e+00, 6.3869679389e+01, 3.9945687023e+00, 1.5972847328e+01
525000, -7.9836647619e+00, 6.3869318095e+01, 3.9945523810e+00, 1.5972769524e+01
526000, -7.9836958175e+00, 6.3869566540e+01, 3.9945627376e+00, 1.5972821293e+01
527000, -7.9837115750e+00, 6.3869692600e+01, 3.9945692600e+00, 1.5972850095e+01
528000, -7.9837424242e+00, 6.3869939394e+01, 3.9945795455e+00, 1.5972901515e+01
529000, -7.9836824197e+00, 6.3869459357e+01, 3.9945633270e+00, 1.5972809074e+01
530000, -7.9836075472e+00, 6.3868860377e+01, 3.9945433962e+00, 1.5972694340e+01
531000, -7.9836233522e+00, 6.3868986817e+01, 3.9945499058e+00, 1.5972723164e+01
532000, -7.9835639098e+00, 6.3868511278e+01, 3.9945300752e+00, 1.5972624060e+01
533000, -7.9835947467e+00, 6.3868757974e+01, 3.9945403377e+00, 1.5972675422e+01
534000, -7.9836104869e+00, 6.3868883895e+01, 3.9945468165e+00, 1.5972704120e+01
535000, -7.9836411215e+00, 6.3869128972e+01, 3.9945570093e+00, 1.5972755140e+01
536000, -7.9836417910e+00, 6.3869134328e+01, 3.9945522388e+00, 1.5972746269e+01
537000, -7.9835977654e+00, 6.3868782123e+01, 3.9945363128e+00, 1.5972670391e+01
538000, -7.9836282528e+00, 6.3869026022e+01, 3.9945464684e+00, 1.5972721190e+01
539000, -7.9835695733e+00, 6.3868556586e+01, 3.9945157699e+00, 1.5972601113e+01
540000, -7.9835703704e+00, 6.3868562963e+01, 3.9945148148e+00, 1.5972600000e+01
541000, -7.9835859519e+00, 6.3868687616e+01, 3.9945175601e+00, 1.5972621072e+01
542000, -7.9835424354e+00, 6.3868339483e+01, 3.9945055351e+00, 1.5972553506e+01
543000, -7.9835727440e+00, 6.3868581952e+01, 3.9945156538e+00, 1.5972604052e+01
544000, -7.9836029412e+00, 6.3868823529e+01, 3.9945257353e+00, 1.5972654412e+01
545000, -7.9834862385e+00, 6.3867889908e+01, 3.9944917431e+00, 1.5972469725e+01
546000, -7.9833992674e+00, 6.3867194139e+01, 3.9944578755e+00, 1.5972315018e+01
547000, -7.9833418647e+00, 6.3866734918e+01, 3.9944351005e+00, 1.5972212066e+01
548000, -7.9833722628e+00, 6.3866978102e+01, 3.9944452555e+00, 1.5972262774e+01
549000, -7.9833442623e+00, 6.3866754098e+01, 3.9944371585e+00, 1.5972218579e+01
550000, -7.9833309091e+00, 6.3866647273e+01, 3.9944327273e+00, 1.5972196364e+01
551000, -7.9833611615e+00, 6.3866889292e+01, 3.9944428312e+00, 1.5972246824e+01
552000, -7.9833768116e+00, 6.3867014493e+01, 3.9944492754e+00, 1.5972275362e+01
553000, -7.9833490054e+00, 6.3866792043e+01, 3.9944412297e+00, 1.5972231465e+01
554000, -7.9833501805e+00, 6.3866801444e+01, 3.9944404332e+00, 1.5972231047e+01
555000, -7.9833225225e+00, 6.3866580180e+01, 3.9944288288e+00, 1.5972180180e+01
556000, -7.9833093525e+00, 6.3866474820e+01, 3.9944280576e+00, 1.5972165468e+01
557000, -7.9833249551e+00, 6.3866599641e+01, 3.9944308797e+00, 1.5972186715e+01
558000, -7.9833548387e+00, 6.3866838710e+01, 3.9944408602e+00, 1.5972236559e+01
559000, -7.9833846154e+00, 6.3867076923e+01, 3.9944508050e+00, 1.5972286225e+01
560000, -7.9833142857e+00, 6.3866514286e+01, 3.9944285714e+00, 1.5972171429e+01
561000, -7.9832442068e+00, 6.3865953654e+01, 3.9944064171e+00, 1.5972057041e+01
562000, -7.9832455516e+00, 6.3865964413e+01, 3.9944021352e+00, 1.5972049822e+01
563000, -7.9832753108e+00, 6.3866202487e+01, 3.9944120782e+00, 1.5972099467e+01
564000, -7.9832765957e+00, 6.3866212766e+01, 3.9944113475e+00, 1.5972099291e+01
565000, -7.9833061947e+00, 6.3866449558e+01, 3.9944212389e+00, 1.5972148673e+01
566000, -7.9833074205e+00, 6.3866459364e+01, 3.9944240283e+00, 1.5972155477e+01
567000, -7.9833086420e+00, 6.3866469136e+01, 3.9944232804e+00, 1.5972155203e+01
568000, -7.9833380282e+00, 6.3866704225e+01, 3.9944330986e+00, 1.5972204225e+01
569000, -7.9833110721e+00, 6.3866488576e+01, 3.9944217926e+00, 1.5972154657e+01
570000, -7.9833403509e+00, 6.3866722807e+01, 3.9944315789e+00, 1.5972203509e+01
571000, -7.9833695271e+00, 6.3866956217e+01, 3.9944413310e+00, 1.5972252189e+01
572000, -7.9833006993e+00, 6.3866405594e+01, 3.9944160839e+00, 1.5972132867e+01
573000, -7.9833158813e+00, 6.3866527051e+01, 3.9944223386e+00, 1.5972160558e+01
574000, -7.9833449477e+00, 6.3866759582e+01, 3.9944320557e+00, 1.5972209059e+01
575000, -7.9833043478e+00, 6.3866434783e+01, 3.9944243478e+00, 1.5972153043e+01
576000, -7.9833333333e+00, 6.3866666667e+01, 3.9944340278e+00, 1.5972201389e+01
577000, -7.9832928943e+00, 6.3866343154e+01, 3.9944159445e+00, 1.5972124783e+01
578000, -7.9833079585e+00, 6.3866463668e+01, 3.9944221453e+00, 1.5972152249e+01
579000, -7.9833367876e+00, 6.3866694301e+01, 3.9944317789e+00, 1.5972200345e+01
580000, -7.9833379310e+00, 6.3866703448e+01, 3.9944344828e+00, 1.5972206897e+01
581000, -7.9833115318e+00, 6.3866492255e+01, 3.9944234079e+00, 1.5972158348e+01
582000, -7.9833402062e+00, 6.3866721649e+01, 3.9944329897e+00, 1.5972206186e+01
583000, -7.9833687822e+00, 6.3866950257e+01, 3.9944425386e+00, 1.5972253859e+01
584000, -7.9833561644e+00, 6.3866849315e+01, 3.9944383562e+00, 1.5972232877e+01
585000, -7.9833709402e+00, 6.3866967521e+01, 3.9944410256e+00, 1.5972252991e+01
586000, -7.9833856655e+00, 6.3867085324e+01, 3.9944470990e+00, 1.5972279863e+01
587000, -7.9832776831e+00, 6.3866221465e+01, 3.9944190801e+00, 1.5972115843e+01
588000, -7.9833061224e+00, 6.3866448980e+01, 3.9944285714e+00, 1.5972163265e+01
589000, -7.9833344652e+00, 6.3866675722e+01, 3.9944380306e+00, 1.5972210526e+01
590000, -7.9833220339e+00, 6.3866576271e+01, 3.9944305085e+00, 1.5972183051e+01
